date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:39:51	645456/645456	---M--	200	added ('OK')	image/jpeg	etag:e6c06a34ff83b2b72187dd64ef776cf5	http://static.showit.co/1600/72iZKAORTxC0F2gm_9sUxw/65601/a_and_nwed1563.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/72iZKAORTxC0F2gm_9sUxw/65601/a_and_nwed1563.jpg	(from https://amandaseasholtz.com/weddings)
13:40:21	948016/948016	---M--	200	added ('OK')	image/jpeg	etag:545ac407bd7a42088d29c45ebdb847f5	http://static.showit.co/1600/hxMUUvAcQBOw51yqxWWvgA/65601/a_and_nwed1121.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/hxMUUvAcQBOw51yqxWWvgA/65601/a_and_nwed1121.jpg	(from https://amandaseasholtz.com/weddings)
13:40:36	846954/846954	---M--	200	added ('OK')	image/jpeg	etag:43e62c348fa26fa90fa373e29977e421	http://static.showit.co/1600/CtT4NZQlSiKS9lEYFBfmxw/65601/a_and_nwed1613.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/CtT4NZQlSiKS9lEYFBfmxw/65601/a_and_nwed1613.jpg	(from https://amandaseasholtz.com/weddings)
13:42:21	645964/645964	---M--	200	added ('OK')	image/jpeg	etag:91c36c2c480b36c7bcaa6d4ed0922a58	http://static.showit.co/1600/2p9lkygoR-e2UKFH___z0A/65601/a_and_nwed1877.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/2p9lkygoR-e2UKFH___z0A/65601/a_and_nwed1877.jpg	(from https://amandaseasholtz.com/weddings)
13:42:31	992169/992169	---M--	200	added ('OK')	image/jpeg	etag:1a5a0c9fbeac0a7b3e59a8885dbdc674	http://static.showit.co/1600/a2Eqquw1QQWd0EuwmqiSjQ/65601/a_and_nwed1803.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/a2Eqquw1QQWd0EuwmqiSjQ/65601/a_and_nwed1803.jpg	(from https://amandaseasholtz.com/weddings)
13:42:36	1194356/1194356	---M--	200	added ('OK')	image/jpeg	etag:ebcecb87cf8ae2c3bb8db190c9d1dbb8	http://static.showit.co/1600/u0P6LYODSuCn75kU1OjyNA/65601/a_and_nwed1675.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/u0P6LYODSuCn75kU1OjyNA/65601/a_and_nwed1675.jpg	(from https://amandaseasholtz.com/weddings)
13:42:44	887596/887596	---M--	200	added ('OK')	image/jpeg	etag:680fd0c02276a4d488932ffb01720c81	http://static.showit.co/1600/PmXpkL3YTw2DsaiJJsd88g/65601/a_and_nwed1855.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/PmXpkL3YTw2DsaiJJsd88g/65601/a_and_nwed1855.jpg	(from https://amandaseasholtz.com/weddings)
13:43:33	297752/297752	---M--	200	added ('OK')	image/jpeg	etag:b0a6ec665965c12e75b4639673b0488c	http://static.showit.co/1600/QCAhpt0JSQSePqW6DISQnQ/65601/a_and_nwed2105.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/QCAhpt0JSQSePqW6DISQnQ/65601/a_and_nwed2105.jpg	(from https://amandaseasholtz.com/weddings)
13:44:13	690378/690378	---M--	200	added ('OK')	image/jpeg	etag:2229c310efddfc7bc60e22ab4c516177	http://static.showit.co/1600/IqX8gQh_T5m0FL0h31cQbQ/65601/a_and_nwed1911.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/IqX8gQh_T5m0FL0h31cQbQ/65601/a_and_nwed1911.jpg	(from https://amandaseasholtz.com/weddings)
13:44:29	730131/730131	---M--	200	added ('OK')	image/jpeg	etag:9927a9e98aea2bae33933ff6a6c86c87	http://static.showit.co/1600/we2lnx0vRbGvIBj0ipTabg/65601/a_and_nwed1079.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/we2lnx0vRbGvIBj0ipTabg/65601/a_and_nwed1079.jpg	(from https://amandaseasholtz.com/weddings)
13:44:41	773806/773806	---M--	200	added ('OK')	image/jpeg	etag:b7694ded540e76a14de53fdf30c1913d	http://static.showit.co/1600/tBorUA1AShK8PpcrBZshBg/65601/a_and_nwed2095.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/tBorUA1AShK8PpcrBZshBg/65601/a_and_nwed2095.jpg	(from https://amandaseasholtz.com/weddings)
13:45:53	613908/613908	---M--	200	added ('OK')	image/jpeg	etag:0ca2838b88969d629732787979668f14	http://static.showit.co/1600/lRu6NdTcScS7nvzlBHXnMA/65601/a_and_nwed2191.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/lRu6NdTcScS7nvzlBHXnMA/65601/a_and_nwed2191.jpg	(from https://amandaseasholtz.com/weddings)
13:46:04	505791/505791	---M--	200	added ('OK')	image/jpeg	etag:b1c3977849cc8ec619f2fc761af412d8	http://static.showit.co/1600/R3_m740DQiGpA21BeWSdLw/65601/a_and_nwed2201.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/R3_m740DQiGpA21BeWSdLw/65601/a_and_nwed2201.jpg	(from https://amandaseasholtz.com/weddings)
13:46:06	946237/946237	---M--	200	added ('OK')	image/jpeg	etag:f4def908089ab67bc9cb890e5db26f2b	http://static.showit.co/1600/FmvkoQDyTcCHk98rpj-lVw/65601/a_and_nwed2149.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/FmvkoQDyTcCHk98rpj-lVw/65601/a_and_nwed2149.jpg	(from https://amandaseasholtz.com/weddings)
13:46:48	861383/861383	---M--	200	added ('OK')	image/jpeg	etag:ecca8802b03043b963ab5bc646e382b3	http://static.showit.co/1600/mzqQ5ZYNTKqYKWHDOB_F2g/65601/a_and_nwed2195.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/mzqQ5ZYNTKqYKWHDOB_F2g/65601/a_and_nwed2195.jpg	(from https://amandaseasholtz.com/weddings)
13:47:10	392557/392557	---M--	200	added ('OK')	image/jpeg	etag:8fed56f57b1567ff87bc74be5e5477d6	http://static.showit.co/1600/9_8NPnY_Qx-B-MnM3BlVmQ/65601/a_and_nwed2299.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/9_8NPnY_Qx-B-MnM3BlVmQ/65601/a_and_nwed2299.jpg	(from https://amandaseasholtz.com/weddings)
13:47:39	309561/309561	---M--	200	added ('OK')	image/jpeg	etag:4e61e41a13e477caa04f66305b8492ff	http://static.showit.co/1600/kGPOPzgcShiXyzDPWmxhXg/65601/a_and_nwed2400.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/kGPOPzgcShiXyzDPWmxhXg/65601/a_and_nwed2400.jpg	(from https://amandaseasholtz.com/weddings)
13:48:22	441982/441982	---M--	200	added ('OK')	image/jpeg	etag:893ebd7812ef4d5289542bba74b48058	http://static.showit.co/1600/CyYbwbyeTBSrLhYSpyRWBA/65601/a_and_nwed2441.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/CyYbwbyeTBSrLhYSpyRWBA/65601/a_and_nwed2441.jpg	(from https://amandaseasholtz.com/weddings)
13:48:23	931814/931814	---M--	200	added ('OK')	image/jpeg	etag:153130f2e8ce4be57fc8fd5341793d84	http://static.showit.co/1600/LowiNBBnR42CbbvX35RPCw/65601/a_and_nwed2205.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/LowiNBBnR42CbbvX35RPCw/65601/a_and_nwed2205.jpg	(from https://amandaseasholtz.com/weddings)
13:48:30	908596/908596	---M--	200	added ('OK')	image/jpeg	etag:44fa0d897b77f7468c32912a8dd5e003	http://static.showit.co/1600/SGk-HmXzQCSYlj_K7u5CXg/65601/a_and_nwed2287.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/SGk-HmXzQCSYlj_K7u5CXg/65601/a_and_nwed2287.jpg	(from https://amandaseasholtz.com/weddings)
13:49:56	570697/570697	---M--	200	added ('OK')	image/jpeg	etag:5f4a3a06a8638c5df074a879ed1e3940	http://static.showit.co/1600/qLIE35V8RoWiYot-bVQcEw/65601/a_and_nwed2457.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/qLIE35V8RoWiYot-bVQcEw/65601/a_and_nwed2457.jpg	(from https://amandaseasholtz.com/weddings)
13:50:36	774971/774971	---M--	200	added ('OK')	image/jpeg	etag:98479893e8ff00bf93c922c12be6810e	http://static.showit.co/1600/NNa9BJ0aQpGLoW4G8z8grg/65601/a_and_nwed2358.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/NNa9BJ0aQpGLoW4G8z8grg/65601/a_and_nwed2358.jpg	(from https://amandaseasholtz.com/weddings)
13:50:41	1129274/1129274	---M--	200	added ('OK')	image/jpeg	etag:418b73b808a24155265235b7f11390ea	http://static.showit.co/1600/eLV6fEReRUGm4VQNln2Qsw/65601/a_and_nwed2367.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/eLV6fEReRUGm4VQNln2Qsw/65601/a_and_nwed2367.jpg	(from https://amandaseasholtz.com/weddings)
13:50:47	312654/312654	---M--	200	added ('OK')	image/jpeg	etag:42950828ffd52d0cc72794ed630d8b3f	http://static.showit.co/1600/SOVey7OLRpG83hhP8vzo6A/65601/a_and_nwed2539.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/SOVey7OLRpG83hhP8vzo6A/65601/a_and_nwed2539.jpg	(from https://amandaseasholtz.com/weddings)
13:50:48	905957/905957	---M--	200	added ('OK')	image/jpeg	etag:8e10c3222845168edd829b4ce82cd654	http://static.showit.co/1600/aLfu7DEDQdqK51PFDUdJhg/65601/a_and_nwed2364.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/aLfu7DEDQdqK51PFDUdJhg/65601/a_and_nwed2364.jpg	(from https://amandaseasholtz.com/weddings)
13:51:40	361708/361708	---M--	200	added ('OK')	image/jpeg	etag:759e7867bc0f77e4aea75c3a1ab8d6ce	http://static.showit.co/1600/9LrHhHclRHOM07rdb6EnZg/65601/a_and_nwed2498.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/9LrHhHclRHOM07rdb6EnZg/65601/a_and_nwed2498.jpg	(from https://amandaseasholtz.com/weddings)
13:52:06	474027/474027	---M--	200	added ('OK')	image/jpeg	etag:6c1f6bbbe2aeb08858c8195fec542aaf	http://static.showit.co/1600/Z0q0ZJIgTaiL_vcBak8J3w/65601/a_and_nwed2489.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/Z0q0ZJIgTaiL_vcBak8J3w/65601/a_and_nwed2489.jpg	(from https://amandaseasholtz.com/weddings)
13:52:37	679327/679327	---M--	200	added ('OK')	image/jpeg	etag:a1a97de53446786110731804228b88a6	http://static.showit.co/1600/YdeiLRITSCG1l4CpGCCrBw/65601/a_and_nwed2673.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/YdeiLRITSCG1l4CpGCCrBw/65601/a_and_nwed2673.jpg	(from https://amandaseasholtz.com/weddings)
13:52:49	824352/824352	---M--	200	added ('OK')	image/jpeg	etag:99e6780b841cf966d1fb6240d84b0849	http://static.showit.co/1600/XZLqv3g0THSWY2uHLi6tMA/65601/a_and_nwed2592.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/XZLqv3g0THSWY2uHLi6tMA/65601/a_and_nwed2592.jpg	(from https://amandaseasholtz.com/weddings)
13:53:04	357653/357653	---M--	200	added ('OK')	image/jpeg	etag:345ebecf00c4010a8a8ad703f2bb0f55	http://static.showit.co/1600/WHLC7phIQQid8jz2kd6kkw/65601/a_and_nwed2740.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/WHLC7phIQQid8jz2kd6kkw/65601/a_and_nwed2740.jpg	(from https://amandaseasholtz.com/weddings)
13:53:05	522584/522584	---M--	200	added ('OK')	image/jpeg	etag:fb3559e75386b978bd84010415345118	http://static.showit.co/1600/casL5O1LRXWWi6hnNX9yaw/65601/a_and_nwed2733.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/casL5O1LRXWWi6hnNX9yaw/65601/a_and_nwed2733.jpg	(from https://amandaseasholtz.com/weddings)
13:53:54	476564/476564	---M--	200	added ('OK')	image/jpeg	etag:bdb87eb07a36bd1f9e5b5de72d5285e6	http://static.showit.co/1600/WoqFBhOnSZi68181sCQPuw/65601/a_and_nwed2754.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/WoqFBhOnSZi68181sCQPuw/65601/a_and_nwed2754.jpg	(from https://amandaseasholtz.com/weddings)
13:54:08	391266/391266	---M--	200	added ('OK')	image/jpeg	etag:955ef97e8f272a4608ad5b07f7aaf318	http://static.showit.co/1600/7v5q5gRaSwaawpoM2j07hA/65601/d_and_awed0007.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/7v5q5gRaSwaawpoM2j07hA/65601/d_and_awed0007.jpg	(from https://amandaseasholtz.com/weddings)
13:54:41	588692/588692	---M--	200	added ('OK')	image/jpeg	etag:3acb503c582f8342bea7033eb98317ca	http://static.showit.co/1600/HtZk4_OHT_WRlzz8-_wVhA/65601/d_and_abw0003.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/HtZk4_OHT_WRlzz8-_wVhA/65601/d_and_abw0003.jpg	(from https://amandaseasholtz.com/weddings)
13:55:24	465083/465083	---M--	200	added ('OK')	image/jpeg	etag:88373721a62b7e0884c806dbbc1205da	http://static.showit.co/1600/K7HybBnkRraOfDkdZ0jznA/65601/d_and_awed0043.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/K7HybBnkRraOfDkdZ0jznA/65601/d_and_awed0043.jpg	(from https://amandaseasholtz.com/weddings)
13:55:45	1094979/1094979	---M--	200	added ('OK')	image/jpeg	etag:9ce5527ee346910e12f7d2153deddbd1	http://static.showit.co/1600/knB5vQJCRhOPr0kFT9RjZQ/65601/d_and_awed0071.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/knB5vQJCRhOPr0kFT9RjZQ/65601/d_and_awed0071.jpg	(from https://amandaseasholtz.com/weddings)
13:56:01	494580/494580	---M--	200	added ('OK')	image/jpeg	etag:f32d59a9505411c7f7bdd33e5ad792dc	http://static.showit.co/1600/-BIuA1OlTnOUFyJgJpeJ8g/65601/d_and_awed0479.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/-BIuA1OlTnOUFyJgJpeJ8g/65601/d_and_awed0479.jpg	(from https://amandaseasholtz.com/weddings)
13:56:38	1018353/1018353	---M--	200	added ('OK')	image/jpeg	etag:33af67277cfe4ae45bda506384a85870	http://static.showit.co/1600/RDVqB6BpRV20DDiL8gMKUw/65601/d_and_awed1005.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/RDVqB6BpRV20DDiL8gMKUw/65601/d_and_awed1005.jpg	(from https://amandaseasholtz.com/weddings)
13:57:16	561401/561401	---M--	200	added ('OK')	image/jpeg	etag:442d9e5ff1467d887a02accccabf6cb1	http://static.showit.co/1600/--VqieetRRiCiBI0356cCQ/65601/d_and_awed0179.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/--VqieetRRiCiBI0356cCQ/65601/d_and_awed0179.jpg	(from https://amandaseasholtz.com/weddings)
13:57:45	637179/637179	---M--	200	added ('OK')	image/jpeg	etag:de3d1d218a351c1e4cfd70021e54a666	http://static.showit.co/1600/8QJ1KDEjSzuxg2ydyaZT7g/65601/d_and_awed0310.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/8QJ1KDEjSzuxg2ydyaZT7g/65601/d_and_awed0310.jpg	(from https://amandaseasholtz.com/weddings)
13:57:58	492025/492025	---M--	200	added ('OK')	image/jpeg	etag:96855709142efdb742fbc6a74a2f4a35	http://static.showit.co/1600/h5V4CVVRSLS1SClznHLOzQ/65601/d_and_awed0218.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/h5V4CVVRSLS1SClznHLOzQ/65601/d_and_awed0218.jpg	(from https://amandaseasholtz.com/weddings)
13:58:21	393123/393123	---M--	200	added ('OK')	image/jpeg	etag:503c87f399254027bae2556aed1c06be	http://static.showit.co/1600/fRGcsdfJTnmwEv8SiTxn5Q/65601/d_and_awed0303.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/fRGcsdfJTnmwEv8SiTxn5Q/65601/d_and_awed0303.jpg	(from https://amandaseasholtz.com/weddings)
13:58:49	1271794/1271794	---M--	200	added ('OK')	image/jpeg	etag:a32dbcebfc586aeb01b9947a82029d16	http://static.showit.co/1600/Hhfh7EDmTBSMJ8p5PRK22A/65601/d_and_awed0078.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/Hhfh7EDmTBSMJ8p5PRK22A/65601/d_and_awed0078.jpg	(from https://amandaseasholtz.com/weddings)
13:59:12	456478/456478	---M--	200	added ('OK')	image/jpeg	etag:c2f4303c7d823a04b76d119275808f6a	http://static.showit.co/1600/kHUtENA8TrmWO2Gg7CKjPQ/65601/d_and_abw0439.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/kHUtENA8TrmWO2Gg7CKjPQ/65601/d_and_abw0439.jpg	(from https://amandaseasholtz.com/weddings)
14:00:22	752633/752633	---M--	200	added ('OK')	image/jpeg	etag:58481a846038ee0d08978d3b4f7ea545	http://static.showit.co/1600/QKXYAQSfRXmQCtbRPEjZhA/65601/d_and_awed0340.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/QKXYAQSfRXmQCtbRPEjZhA/65601/d_and_awed0340.jpg	(from https://amandaseasholtz.com/weddings)
14:01:03	687108/687108	---M--	200	added ('OK')	image/jpeg	etag:3a9415f7b7d1103b53e47566719ccf85	http://static.showit.co/1600/CSqrzr_CSTy0cQZnxQv_fg/65601/d_and_awed0459.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/CSqrzr_CSTy0cQZnxQv_fg/65601/d_and_awed0459.jpg	(from https://amandaseasholtz.com/weddings)
14:01:06	267402/267402	---M--	200	added ('OK')	image/jpeg	etag:fafe08b1e116c42eb05863245140882a	http://static.showit.co/1600/sdMkbh88TrCmuvIIre_tUA/65601/d_and_abw0577.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/sdMkbh88TrCmuvIIre_tUA/65601/d_and_abw0577.jpg	(from https://amandaseasholtz.com/weddings)
14:01:10	1270764/1270764	---M--	200	added ('OK')	image/jpeg	etag:93da8552e36f8bcac0f73db0312a3b7d	http://static.showit.co/1600/E_s9rlK2QOaEa1FT0qb2DA/65601/d_and_awed0274.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/E_s9rlK2QOaEa1FT0qb2DA/65601/d_and_awed0274.jpg	(from https://amandaseasholtz.com/weddings)
14:01:32	1009510/1009510	---M--	200	added ('OK')	image/jpeg	etag:c768ebdf4530a629a1e8df8c183d8190	http://static.showit.co/1600/wMgD2BA4QCGwi4ufpj0dEw/65601/d_and_awed0444.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/wMgD2BA4QCGwi4ufpj0dEw/65601/d_and_awed0444.jpg	(from https://amandaseasholtz.com/weddings)
14:02:50	656946/656946	---M--	200	added ('OK')	image/jpeg	etag:7c235c648692fcad320a4b5b32188c51	http://static.showit.co/1600/VppKukqGR2-eqkGJErZepg/65601/d_and_abw0582.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/VppKukqGR2-eqkGJErZepg/65601/d_and_abw0582.jpg	(from https://amandaseasholtz.com/weddings)
14:02:51	620583/620583	---M--	200	added ('OK')	image/jpeg	etag:ddc7591326bd0cca82b4d49168d854f2	http://static.showit.co/1600/LH31DBshQKiLwzGr7HLn6w/65601/d_and_abw0593.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/LH31DBshQKiLwzGr7HLn6w/65601/d_and_abw0593.jpg	(from https://amandaseasholtz.com/weddings)
14:02:52	653630/653630	---M--	200	added ('OK')	image/jpeg	etag:c8e096d514bed3217e2d0e25cc5a395f	http://static.showit.co/1600/d5TueLmLR8iPNjCFriwqDQ/65601/d_and_abw0591.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/d5TueLmLR8iPNjCFriwqDQ/65601/d_and_abw0591.jpg	(from https://amandaseasholtz.com/weddings)
14:03:44	816532/816532	---M--	200	added ('OK')	image/jpeg	etag:3293ae85fb4ebb537b988782e4af8f59	http://static.showit.co/1600/Av69Le98ROCB9-u_Gg1Yaw/65601/d_and_awed0469.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/Av69Le98ROCB9-u_Gg1Yaw/65601/d_and_awed0469.jpg	(from https://amandaseasholtz.com/weddings)
14:04:06	465560/465560	---M--	200	added ('OK')	image/jpeg	etag:72b9a35af260b2764ab43f9ebcf62db0	http://static.showit.co/1600/I-VoIad9Sn2S4ioNrO95-Q/65601/d_and_awed0662.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/I-VoIad9Sn2S4ioNrO95-Q/65601/d_and_awed0662.jpg	(from https://amandaseasholtz.com/weddings)
14:04:47	382030/382030	---M--	200	added ('OK')	image/jpeg	etag:b5a2a7a513e4be1130f0769d1f9b2e7d	http://static.showit.co/1600/FimOwudASluMR5reAJ5d_A/65601/d_and_awed0872.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/FimOwudASluMR5reAJ5d_A/65601/d_and_awed0872.jpg	(from https://amandaseasholtz.com/weddings)
14:05:06	370014/370014	---M--	200	added ('OK')	image/jpeg	etag:79b439cf17025ca7cded6fdb79053df7	http://static.showit.co/1600/O3ZZ2ndTQUG4BKxjAhYUjg/65601/d_and_awed0878.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/O3ZZ2ndTQUG4BKxjAhYUjg/65601/d_and_awed0878.jpg	(from https://amandaseasholtz.com/weddings)
14:05:28	967465/967465	---M--	200	added ('OK')	image/jpeg	etag:43ff79a163e4e8ccec1fd03ab2a38cb2	http://static.showit.co/1600/ZhGqDXipSg2_eRcFwEi_Jw/65601/d_and_awed0800.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/ZhGqDXipSg2_eRcFwEi_Jw/65601/d_and_awed0800.jpg	(from https://amandaseasholtz.com/weddings)
14:05:40	1055027/1055027	---M--	200	added ('OK')	image/jpeg	etag:b375326410f0f053d322bda38f304c42	http://static.showit.co/1600/hQB3WuUhTfKgKZEwhuQfIg/65601/d_and_awed0657.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/hQB3WuUhTfKgKZEwhuQfIg/65601/d_and_awed0657.jpg	(from https://amandaseasholtz.com/weddings)
14:05:45	357836/357836	---M--	200	added ('OK')	image/jpeg	etag:11fc86423ce81d8f42314e3cecf4ed01	http://static.showit.co/1600/wAYRxRMnQ6ykY40nzxvfXg/65601/d_and_awed0558.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/wAYRxRMnQ6ykY40nzxvfXg/65601/d_and_awed0558.jpg	(from https://amandaseasholtz.com/weddings)
14:06:46	408358/408358	---M--	200	added ('OK')	image/jpeg	etag:14320966078a75ed4c79fb1cd8b9af06	http://static.showit.co/1600/AgPfl1tyQb2R8gs9vUbXXg/65601/d_and_awed0890.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/AgPfl1tyQb2R8gs9vUbXXg/65601/d_and_awed0890.jpg	(from https://amandaseasholtz.com/weddings)
14:06:47	382712/382712	---M--	200	added ('OK')	image/jpeg	etag:777db76a0f889ddc13aefa1f1bf0e7e5	http://static.showit.co/1600/J64RGDTRSl248KZT_UbiHA/65601/d_and_awed0904.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/J64RGDTRSl248KZT_UbiHA/65601/d_and_awed0904.jpg	(from https://amandaseasholtz.com/weddings)
14:07:03	583106/583106	---M--	200	added ('OK')	image/jpeg	etag:d0fc7ce42eead18adb5802789d1aa4d4	http://static.showit.co/1600/G8LJyAgKTumSHbGC1xNS0g/65601/d_and_awed0879.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/G8LJyAgKTumSHbGC1xNS0g/65601/d_and_awed0879.jpg	(from https://amandaseasholtz.com/weddings)
14:07:18	818053/818053	---M--	200	added ('OK')	image/jpeg	etag:3d1b7bdadccc843304bdefc99e2ef982	http://static.showit.co/1600/vZexm1WXQY-18CzqXtZZGg/65601/d_and_awed0639.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/vZexm1WXQY-18CzqXtZZGg/65601/d_and_awed0639.jpg	(from https://amandaseasholtz.com/weddings)
14:08:23	498512/498512	---M--	200	added ('OK')	image/jpeg	etag:df776b6a416c10dab3166389c0b81621	http://static.showit.co/1600/k7vpW1slReqOh6PsMZcLFQ/65601/d_and_awed0976.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/k7vpW1slReqOh6PsMZcLFQ/65601/d_and_awed0976.jpg	(from https://amandaseasholtz.com/weddings)
14:08:37	680419/680419	---M--	200	added ('OK')	image/jpeg	etag:cbcdf0deb79b8640eb4e0567564a8e7a	http://static.showit.co/1600/SYI9DREtQYitEDu1oyzWSA/65601/d_and_awed0968.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/SYI9DREtQYitEDu1oyzWSA/65601/d_and_awed0968.jpg	(from https://amandaseasholtz.com/weddings)
14:08:51	771451/771451	---M--	200	added ('OK')	image/jpeg	etag:ab55871b09a13c5c2abfd6ebf861266d	http://static.showit.co/1600/GDxt0rBUQ8uZgCGzgxHXgA/65601/d_and_abw1016.jpg	C:/Users/mandy/Desktop/Website/Amanda_Daseasholtz/web/static.showit.co/1600/GDxt0rBUQ8uZgCGzgxHXgA/65601/d_and_abw1016.jpg	(from https://amandaseasholtz.com/weddings)
